,data,godzina,dom,wyjazd,wynik
2094,2000-10-22,13:00,Zagłębie Lubin,GKS Katowice,1:0
2095,2000-10-22,14:00,Widzew Łódź,Odra Wodzisław,4:1
2096,2000-10-28,12:00,Polonia Warszawa,Widzew Łódź,3:1
2097,2000-10-28,13:00,Śląsk Wrocław,Zagłębie Lubin,2:1
2098,2000-10-28,13:00,Stomil Olsztyn,Groclin Dyskobolia,0:0
2099,2000-10-28,14:00,Odra Wodzisław,Górnik Zabrze,0:0
2100,2000-10-28,15:00,Ruch Chorzów,Legia Warszawa,1:4
2101,2000-10-28,16:00,GKS Katowice,Ruch Radzionków,3:0
2102,2000-10-29,16:00,Orlen Plock,Wisła Kraków,0:5
2103,2000-10-29,16:30,Amica Wronki,Pogoń Szczecin,1:2
2104,2000-11-03,19:15,Górnik Zabrze,Polonia Warszawa,2:1
2105,2000-11-04,12:00,Wisła Kraków,Amica Wronki,4:0
2106,2000-11-04,12:30,Ruch Radzionków,Śląsk Wrocław,2:0
2107,2000-11-04,13:00,Pogoń Szczecin,Odra Wodzisław,2:1
2108,2000-11-04,15:00,Widzew Łódź,Stomil Olsztyn,1:1
2109,2000-11-04,16:30,Legia Warszawa,Orlen Plock,1:1
2110,2000-11-05,12:00,Groclin Dyskobolia,GKS Katowice,1:0
2111,2000-11-05,13:00,Zagłębie Lubin,Ruch Chorzów,0:2
2112,2000-11-11,11:00,Śląsk Wrocław,Groclin Dyskobolia,1:1
2113,2000-11-11,12:00,Polonia Warszawa,Pogoń Szczecin,1:2
2114,2000-11-11,13:00,Stomil Olsztyn,Górnik Zabrze,1:0
2115,2000-11-11,15:00,Ruch Chorzów,Ruch Radzionków,1:2
2116,2000-11-11,16:00,GKS Katowice,Widzew Łódź,3:1
2117,2000-11-11,16:30,Orlen Plock,Zagłębie Lubin,1:3
2118,2000-11-12,12:00,Wisła Kraków,Legia Warszawa,3:3
2119,2000-11-12,16:30,Amica Wronki,Odra Wodzisław,4:0
2120,2000-11-18,11:00,Groclin Dyskobolia,Ruch Chorzów,0:2
2121,2000-11-18,12:00,Odra Wodzisław,Polonia Warszawa,2:0
2122,2000-11-18,12:00,Pogoń Szczecin,Stomil Olsztyn,1:0
2123,2000-11-18,12:00,Ruch Radzionków,Orlen Plock,2:1
2124,2000-11-18,14:30,Górnik Zabrze,GKS Katowice,0:0
2125,2000-11-18,15:00,Widzew Łódź,Śląsk Wrocław,0:3
2126,2000-11-18,19:15,Legia Warszawa,Amica Wronki,3:0
2127,2000-11-19,12:00,Zagłębie Lubin,Wisła Kraków,4:2
2128,2001-03-10,13:00,Polonia Warszawa,Amica Wronki,3:0
2129,2001-03-10,13:00,Ruch Radzionków,Wisła Kraków,0:2
2130,2001-03-10,13:30,Pogoń Szczecin,GKS Katowice,1:2
2131,2001-03-10,14:00,Odra Wodzisław,Stomil Olsztyn,2:1
2132,2001-03-10,14:00,Groclin Dyskobolia,Orlen Plock,1:2
2133,2001-03-10,15:00,Widzew Łódź,Ruch Chorzów,1:0
2134,2001-03-10,16:15,Górnik Zabrze,Śląsk Wrocław,2:0
2135,2001-03-11,13:30,Zagłębie Lubin,Legia Warszawa,3:1
2136,2001-03-17,13:00,Stomil Olsztyn,Polonia Warszawa,0:3
2137,2001-03-17,14:00,GKS Katowice,Odra Wodzisław,2:2
2138,2001-03-17,14:00,Wisła Kraków,Groclin Dyskobolia,1:1
2139,2001-03-17,15:00,Ruch Chorzów,Górnik Zabrze,3:2
2140,2001-03-17,16:30,Legia Warszawa,Ruch Radzionków,3:0
2141,2001-03-17,16:30,Orlen Plock,Widzew Łódź,4:1
2142,2001-03-17,19:00,Amica Wronki,Zagłębie Lubin,1:1
2143,2001-03-18,13:30,Śląsk Wrocław,Pogoń Szczecin,1:0
2144,2001-03-30,18:00,Widzew Łódź,Wisła Kraków,3:0
2145,2001-03-31,14:00,Stomil Olsztyn,Amica Wronki,2:1
2146,2001-03-31,14:30,Ruch Radzionków,Zagłębie Lubin,2:1
2147,2001-03-31,15:00,Groclin Dyskobolia,Legia Warszawa,0:1
2148,2001-03-31,15:00,Odra Wodzisław,Śląsk Wrocław,1:1
2149,2001-03-31,15:00,Pogoń Szczecin,Ruch Chorzów,3:3
2150,2001-03-31,16:15,Górnik Zabrze,Orlen Plock,1:0
2151,2001-04-01,13:30,Polonia Warszawa,GKS Katowice,1:1
2152,2001-04-06,19:00,Legia Warszawa,Widzew Łódź,0:0
2153,2001-04-07,14:00,GKS Katowice,Stomil Olsztyn,2:0
2154,2001-04-07,15:00,Śląsk Wrocław,Polonia Warszawa,0:1
2155,2001-04-07,15:00,Ruch Chorzów,Odra Wodzisław,3:0
2156,2001-04-07,15:00,Zagłębie Lubin,Groclin Dyskobolia,1:3
2157,2001-04-07,16:00,Amica Wronki,Ruch Radzionków,3:0
2158,2001-04-07,16:30,Orlen Plock,Pogoń Szczecin,1:4
2159,2001-04-08,13:30,Wisła Kraków,Górnik Zabrze,3:0
2160,2001-04-14,12:00,Polonia Warszawa,Ruch Chorzów,1:2
2161,2001-04-14,14:00,GKS Katowice,Amica Wronki,4:1
2162,2001-04-14,15:00,Pogoń Szczecin,Wisła Kraków,0:0
2163,2001-04-14,15:00,Widzew Łódź,Zagłębie Lubin,1:0
2164,2001-04-14,15:00,Stomil Olsztyn,Śląsk Wrocław,1:2
2165,2001-04-14,15:00,Odra Wodzisław,Orlen Plock,4:0
2166,2001-04-14,15:00,Groclin Dyskobolia,Ruch Radzionków,3:0
2167,2001-04-14,17:00,Górnik Zabrze,Legia Warszawa,1:0
2168,2001-04-20,18:00,Legia Warszawa,Pogoń Szczecin,3:2
2169,2001-04-21,15:00,Ruch Chorzów,Stomil Olsztyn,4:1
2170,2001-04-21,15:30,Ruch Radzionków,Widzew Łódź,1:0
2171,2001-04-21,16:00,Wisła Kraków,Odra Wodzisław,2:1
2172,2001-04-21,16:00,Śląsk Wrocław,GKS Katowice,0:1
2173,2001-04-21,16:00,Zagłębie Lubin,Górnik Zabrze,2:2
2174,2001-04-21,16:30,Orlen Plock,Polonia Warszawa,0:1
2175,2001-04-22,13:30,Groclin Dyskobolia,Amica Wronki,1:1
2176,2001-04-27,18:00,GKS Katowice,Ruch Chorzów,1:1
2177,2001-04-28,15:00,Odra Wodzisław,Legia Warszawa,1:5
2178,2001-04-28,15:00,Stomil Olsztyn,Orlen Plock,1:0
2179,2001-04-28,16:00,Amica Wronki,Śląsk Wrocław,0:1
2180,2001-04-28,16:00,Widzew Łódź,Groclin Dyskobolia,1:2
2181,2001-04-28,16:00,Pogoń Szczecin,Zagłębie Lubin,1:1
2182,2001-04-28,16:15,Górnik Zabrze,Ruch Radzionków,0:1
2183,2001-04-29,13:30,Polonia Warszawa,Wisła Kraków,0:2
2184,2001-05-02,15:30,Groclin Dyskobolia,Górnik Zabrze,2:1
2185,2001-05-02,16:00,Widzew Łódź,Amica Wronki,0:1
2186,2001-05-02,16:00,Ruch Radzionków,Pogoń Szczecin,1:0
2187,2001-05-02,16:00,Zagłębie Lubin,Odra Wodzisław,1:0
2188,2001-05-02,16:00,Wisła Kraków,Stomil Olsztyn,2:0
2189,2001-05-02,16:00,Ruch Chorzów,Śląsk Wrocław,3:1
2190,2001-05-02,16:30,Orlen Plock,GKS Katowice,0:0
2191,2001-05-02,17:00,Legia Warszawa,Polonia Warszawa,1:0
2192,2001-05-05,14:00,Stomil Olsztyn,Legia Warszawa,2:1
2193,2001-05-05,16:00,Amica Wronki,Ruch Chorzów,2:1
2194,2001-05-05,16:00,Śląsk Wrocław,Orlen Plock,0:1
2195,2001-05-05,16:00,Polonia Warszawa,Zagłębie Lubin,2:0
2196,2001-05-05,16:00,Pogoń Szczecin,Groclin Dyskobolia,2:0
2197,2001-05-05,16:00,Odra Wodzisław,Ruch Radzionków,2:2
2198,2001-05-05,16:15,Górnik Zabrze,Widzew Łódź,0:2
2199,2001-05-06,14:00,GKS Katowice,Wisła Kraków,0:3
2200,2001-05-09,15:30,Groclin Dyskobolia,Odra Wodzisław,1:1
2201,2001-05-09,16:00,Widzew Łódź,Pogoń Szczecin,1:0
2202,2001-05-09,16:00,Wisła Kraków,Śląsk Wrocław,2:2
2203,2001-05-09,16:00,Ruch Radzionków,Polonia Warszawa,1:1
2204,2001-05-09,16:00,Zagłębie Lubin,Stomil Olsztyn,2:0
2205,2001-05-09,16:30,Orlen Plock,Ruch Chorzów,3:4
2206,2001-05-09,17:00,Legia Warszawa,GKS Katowice,0:2
2207,2001-06-02,18:00,Górnik Zabrze,Amica Wronki,1:0
2208,2001-05-12,15:30,Polonia Warszawa,Groclin Dyskobolia,1:1
2209,2001-05-12,16:00,Śląsk Wrocław,Legia Warszawa,1:1
2210,2001-05-12,16:00,Pogoń Szczecin,Górnik Zabrze,2:1
2211,2001-05-12,16:00,Amica Wronki,Orlen Plock,2:0
2212,2001-05-12,16:00,Odra Wodzisław,Widzew Łódź,2:2
2213,2001-05-12,16:00,GKS Katowice,Zagłębie Lubin,0:2
2214,2001-05-12,17:00,Ruch Chorzów,Wisła Kraków,2:1
2215,2001-05-13,16:00,Stomil Olsztyn,Ruch Radzionków,1:0
2216,2001-05-18,19:00,Legia Warszawa,Ruch Chorzów,1:0
2217,2001-05-19,15:00,Wisła Kraków,Orlen Plock,1:2
2218,2001-05-19,16:00,Zagłębie Lubin,Śląsk Wrocław,1:3
2219,2001-05-19,16:00,Pogoń Szczecin,Amica Wronki,2:1
2220,2001-05-19,16:00,Widzew Łódź,Polonia Warszawa,0:0
2221,2001-05-19,16:00,Groclin Dyskobolia,Stomil Olsztyn,1:0
2222,2001-05-19,16:15,Górnik Zabrze,Odra Wodzisław,1:1
2223,2001-05-20,16:00,Ruch Radzionków,GKS Katowice,0:1
2224,2001-05-23,16:00,Odra Wodzisław,Pogoń Szczecin,4:0
2225,2001-05-23,16:00,Stomil Olsztyn,Widzew Łódź,1:0
2226,2001-05-23,16:00,Ruch Chorzów,Zagłębie Lubin,1:2
2227,2001-05-23,16:15,Polonia Warszawa,Górnik Zabrze,0:2
2228,2001-05-23,16:30,Orlen Plock,Legia Warszawa,1:0
2229,2001-05-23,16:30,GKS Katowice,Groclin Dyskobolia,1:1
2230,2001-05-23,17:00,Amica Wronki,Wisła Kraków,2:1
2231,2001-05-23,17:00,Śląsk Wrocław,Ruch Radzionków,1:1
2232,2001-06-09,16:00,Legia Warszawa,Wisła Kraków,1:2
2233,2001-06-09,16:00,Zagłębie Lubin,Orlen Plock,2:1
2234,2001-06-09,16:00,Górnik Zabrze,Stomil Olsztyn,2:0
2235,2001-06-09,16:00,Pogoń Szczecin,Polonia Warszawa,3:4
2236,2001-06-09,16:00,Groclin Dyskobolia,Śląsk Wrocław,1:2
2237,2001-06-09,16:00,Widzew Łódź,GKS Katowice,0:0
2238,2001-06-09,16:00,Ruch Radzionków,Ruch Chorzów,0:3
2239,2001-06-09,16:00,Odra Wodzisław,Amica Wronki,2:1
2240,2001-06-13,16:00,Amica Wronki,Legia Warszawa,3:2
2241,2001-06-13,16:00,GKS Katowice,Górnik Zabrze,1:1
2242,2001-06-13,16:00,Stomil Olsztyn,Pogoń Szczecin,0:1
2243,2001-06-13,16:00,Wisła Kraków,Zagłębie Lubin,3:0
2244,2001-06-13,16:00,Polonia Warszawa,Odra Wodzisław,1:2
2245,2001-06-13,16:00,Orlen Plock,Ruch Radzionków,6:3
2246,2001-06-13,16:00,Śląsk Wrocław,Widzew Łódź,0:0
2247,2001-06-13,16:00,Ruch Chorzów,Groclin Dyskobolia,4:3
2248,2001-11-16,19:00,Legia Warszawa,GKS Katowice,1:0
2249,2001-11-16,19:00,Ruch Chorzów,Polonia Warszawa,3:1
2250,2001-11-17,12:00,Pogoń Szczecin,Amica Wronki,0:0
2251,2001-11-18,12:00,Odra Wodzisław,Wisła Kraków,0:3
2252,2001-11-23,18:00,GKS Katowice,Ruch Chorzów,2:1
2253,2001-11-24,12:00,Wisła Kraków,Pogoń Szczecin,1:0
2254,2001-11-24,16:00,Amica Wronki,Odra Wodzisław,2:1
2255,2001-11-25,12:00,Polonia Warszawa,Legia Warszawa,0:0
2256,2002-03-01,18:00,Legia Warszawa,Amica Wronki,3:2
2257,2002-03-02,13:30,GKS Katowice,Pogoń Szczecin,1:0
2258,2002-03-02,13:30,Odra Wodzisław,Polonia Warszawa,0:2
2259,2002-03-03,13:30,Wisła Kraków,Ruch Chorzów,2:1
2260,2002-03-08,18:00,Pogoń Szczecin,Legia Warszawa,2:2
2261,2002-03-09,13:30,Polonia Warszawa,Wisła Kraków,4:2
2262,2002-03-09,13:30,Ruch Chorzów,Odra Wodzisław,0:1
2263,2002-03-09,13:30,Amica Wronki,GKS Katowice,4:0
2264,2002-03-15,19:00,Legia Warszawa,Wisła Kraków,1:0
2265,2002-03-16,13:30,Pogoń Szczecin,Polonia Warszawa,2:0
2266,2002-03-16,13:30,GKS Katowice,Odra Wodzisław,2:1
2267,2002-03-16,17:15,Amica Wronki,Ruch Chorzów,2:0
2268,2002-03-19,14:00,Wisła Kraków,GKS Katowice,1:1
2269,2002-03-19,14:00,Polonia Warszawa,Amica Wronki,1:0
2270,2002-03-20,14:15,Odra Wodzisław,Legia Warszawa,0:1
2271,2002-03-20,17:30,Ruch Chorzów,Pogoń Szczecin,0:0
2272,2002-03-22,19:00,Amica Wronki,Wisła Kraków,2:1
2273,2002-03-23,13:30,Pogoń Szczecin,Odra Wodzisław,2:1
2274,2002-03-23,13:30,GKS Katowice,Polonia Warszawa,0:0
2275,2002-03-23,17:15,Legia Warszawa,Ruch Chorzów,2:1
2276,2002-03-30,13:30,GKS Katowice,Legia Warszawa,3:3
2277,2002-03-30,13:30,Polonia Warszawa,Ruch Chorzów,0:0
2278,2002-03-30,13:30,Wisła Kraków,Odra Wodzisław,1:1
2279,2002-03-30,17:00,Amica Wronki,Pogoń Szczecin,1:0
2280,2002-04-05,19:00,Legia Warszawa,Polonia Warszawa,3:0
2281,2002-04-06,15:00,Odra Wodzisław,Amica Wronki,2:2
2282,2002-04-06,17:15,Ruch Chorzów,GKS Katowice,2:0
2283,2002-04-07,17:00,Pogoń Szczecin,Wisła Kraków,1:2
2284,2002-04-12,18:00,Amica Wronki,Legia Warszawa,0:0
2285,2002-04-13,15:00,Pogoń Szczecin,GKS Katowice,0:1
2286,2002-04-13,15:00,Polonia Warszawa,Odra Wodzisław,2:1
2287,2002-04-13,17:15,Ruch Chorzów,Wisła Kraków,1:2
2288,2002-04-19,19:00,Wisła Kraków,Polonia Warszawa,4:1
2289,2002-04-20,15:00,Odra Wodzisław,Ruch Chorzów,3:1
2290,2002-04-20,17:15,Legia Warszawa,Pogoń Szczecin,1:0
2291,2002-04-21,16:00,GKS Katowice,Amica Wronki,0:1
2292,2002-04-24,15:00,Wisła Kraków,Legia Warszawa,1:1
2293,2002-04-24,15:00,Polonia Warszawa,Pogoń Szczecin,5:0
2294,2002-04-24,15:00,Odra Wodzisław,GKS Katowice,0:0
2295,2002-04-24,15:00,Ruch Chorzów,Amica Wronki,2:1
2296,2002-04-28,16:15,GKS Katowice,Wisła Kraków,0:1
2297,2002-04-28,16:15,Amica Wronki,Polonia Warszawa,4:0
2298,2002-04-28,16:15,Legia Warszawa,Odra Wodzisław,0:0
2299,2002-04-28,16:15,Pogoń Szczecin,Ruch Chorzów,1:1
2300,2002-05-04,16:00,Wisła Kraków,Amica Wronki,1:0
2301,2002-05-04,16:00,Odra Wodzisław,Pogoń Szczecin,1:1
2302,2002-05-04,16:00,Polonia Warszawa,GKS Katowice,0:0
2303,2002-05-04,16:00,Ruch Chorzów,Legia Warszawa,1:1
2304,2001-07-21,16:00,KSZO Ostrowiec,Wisła Kraków,0:1
2305,2001-07-21,16:00,Odra Wodzisław,GKS Katowice,3:1
2306,2001-07-21,16:00,Polonia Warszawa,Górnik Zabrze,4:1
2307,2001-07-21,16:00,Amica Wronki,Groclin Dyskobolia,3:0
2308,2001-07-21,16:00,Ruch Chorzów,Stomil Olsztyn,2:1
2309,2001-07-21,16:00,Śląsk Wrocław,Legia Warszawa,1:0
2310,2001-07-21,16:30,Widzew Łódź,Zagłębie Lubin,0:2
2311,2001-07-22,16:00,RKS Radomsko,Pogoń Szczecin,0:3
2312,2001-07-27,19:00,Legia Warszawa,Amica Wronki,1:2
2313,2001-07-28,14:00,Stomil Olsztyn,RKS Radomsko,0:0
2314,2001-07-28,16:00,Zagłębie Lubin,Odra Wodzisław,3:1
2315,2001-07-28,16:15,Górnik Zabrze,KSZO Ostrowiec,0:0
2316,2001-07-28,16:30,Pogoń Szczecin,Ruch Chorzów,0:0
2317,2001-07-28,16:30,Groclin Dyskobolia,Śląsk Wrocław,2:4
2318,2001-07-29,16:00,Wisła Kraków,Polonia Warszawa,2:2
2319,2001-09-11,16:00,GKS Katowice,Widzew Łódź,0:1
2320,2001-08-03,18:00,Ruch Chorzów,Legia Warszawa,0:4
2321,2001-08-04,16:00,Polonia Warszawa,GKS Katowice,1:2
2322,2001-08-04,16:00,Widzew Łódź,Wisła Kraków,3:2
2323,2001-08-04,16:00,Amica Wronki,Pogoń Szczecin,1:1
2324,2001-08-04,16:00,Śląsk Wrocław,Stomil Olsztyn,1:2
2325,2001-08-04,16:30,RKS Radomsko,Groclin Dyskobolia,0:1
2326,2001-08-05,16:00,Odra Wodzisław,Górnik Zabrze,1:0
2327,2001-09-12,16:00,KSZO Ostrowiec,Zagłębie Lubin,2:1
2328,2001-08-11,16:00,GKS Katowice,Zagłębie Lubin,1:0
2329,2001-08-11,16:00,Odra Wodzisław,Widzew Łódź,2:0
2330,2001-08-11,16:15,Górnik Zabrze,Wisła Kraków,1:2
2331,2001-08-11,16:30,RKS Radomsko,Ruch Chorzów,1:0
2332,2001-08-12,15:30,KSZO Ostrowiec,Polonia Warszawa,0:1
2333,2001-08-12,16:00,Legia Warszawa,Groclin Dyskobolia,1:1
2334,2001-08-12,16:00,Stomil Olsztyn,Pogoń Szczecin,1:1
2335,2001-08-12,16:00,Śląsk Wrocław,Amica Wronki,1:2
2336,2001-08-17,16:00,Wisła Kraków,Odra Wodzisław,1:0
2337,2001-08-18,16:00,GKS Katowice,KSZO Ostrowiec,2:2
2338,2001-08-18,16:00,Zagłębie Lubin,Polonia Warszawa,1:1
2339,2001-08-18,16:00,Amica Wronki,Stomil Olsztyn,3:2
2340,2001-08-18,16:30,Widzew Łódź,Górnik Zabrze,1:2
2341,2001-08-18,16:30,Groclin Dyskobolia,Ruch Chorzów,4:1
2342,2001-08-18,16:30,Legia Warszawa,RKS Radomsko,2:1
2343,2001-08-18,16:30,Pogoń Szczecin,Śląsk Wrocław,2:1
2344,2001-08-25,15:00,KSZO Ostrowiec,Widzew Łódź,3:0
2345,2001-08-25,15:00,Ruch Chorzów,Śląsk Wrocław,2:2
2346,2001-08-25,16:00,RKS Radomsko,Amica Wronki,2:2
2347,2001-08-25,17:00,Górnik Zabrze,GKS Katowice,1:1
2348,2001-08-26,14:00,Wisła Kraków,Zagłębie Lubin,4:0
2349,2001-08-26,14:00,Stomil Olsztyn,Legia Warszawa,1:6
2350,2001-08-26,15:00,Polonia Warszawa,Odra Wodzisław,2:2
2351,2001-08-26,16:30,Pogoń Szczecin,Groclin Dyskobolia,1:0
2352,2001-09-07,19:00,Legia Warszawa,Pogoń Szczecin,3:0
2353,2001-09-08,16:00,GKS Katowice,Wisła Kraków,1:5
2354,2001-09-08,16:00,Zagłębie Lubin,Górnik Zabrze,3:1
2355,2001-09-08,16:00,Amica Wronki,Ruch Chorzów,2:0
2356,2001-09-08,16:00,Groclin Dyskobolia,Stomil Olsztyn,2:0
2357,2001-09-08,16:00,Śląsk Wrocław,RKS Radomsko,0:0
2358,2001-09-08,16:30,Widzew Łódź,Polonia Warszawa,0:3
2359,2001-09-09,13:30,Odra Wodzisław,KSZO Ostrowiec,2:1
2360,2001-09-14,18:00,GKS Katowice,Odra Wodzisław,4:2
2361,2001-09-15,15:00,Zagłębie Lubin,Widzew Łódź,2:0
2362,2001-09-15,15:00,Stomil Olsztyn,Ruch Chorzów,0:1
2363,2001-09-15,15:30,Pogoń Szczecin,RKS Radomsko,2:1
2364,2001-09-15,16:30,Górnik Zabrze,Polonia Warszawa,0:0
2365,2001-09-16,15:00,Wisła Kraków,KSZO Ostrowiec,0:1
2366,2001-09-16,15:30,Groclin Dyskobolia,Amica Wronki,1:1
2367,2001-09-16,15:30,Legia Warszawa,Śląsk Wrocław,3:4
2368,2001-09-22,14:00,KSZO Ostrowiec,Górnik Zabrze,1:2
2369,2001-09-22,15:00,Odra Wodzisław,Zagłębie Lubin,3:0
2370,2001-09-22,15:00,RKS Radomsko,Stomil Olsztyn,2:0
2371,2001-09-22,15:00,Ruch Chorzów,Pogoń Szczecin,3:0
2372,2001-09-22,15:30,Śląsk Wrocław,Groclin Dyskobolia,4:3
2373,2001-09-22,16:30,Widzew Łódź,GKS Katowice,2:0
2374,2001-09-23,13:00,Polonia Warszawa,Wisła Kraków,2:0
2375,2001-09-23,16:00,Amica Wronki,Legia Warszawa,1:2
2376,2001-09-28,18:00,Górnik Zabrze,Odra Wodzisław,1:3
2377,2001-09-29,14:30,Pogoń Szczecin,Amica Wronki,3:1
2378,2001-09-29,15:00,Zagłębie Lubin,KSZO Ostrowiec,4:3
2379,2001-09-29,15:00,Stomil Olsztyn,Śląsk Wrocław,3:1
2380,2001-09-29,15:00,Groclin Dyskobolia,RKS Radomsko,0:2
2381,2001-09-30,13:30,Wisła Kraków,Widzew Łódź,2:0
2382,2001-09-30,15:00,GKS Katowice,Polonia Warszawa,2:0
2383,2001-09-30,16:00,Legia Warszawa,Ruch Chorzów,1:1
2384,2001-10-12,18:00,Amica Wronki,Śląsk Wrocław,1:1
2385,2001-10-13,14:00,Polonia Warszawa,KSZO Ostrowiec,2:0
2386,2001-10-13,14:00,Groclin Dyskobolia,Legia Warszawa,2:3
2387,2001-10-13,14:30,Pogoń Szczecin,Stomil Olsztyn,3:0
2388,2001-10-13,15:00,Ruch Chorzów,RKS Radomsko,1:0
2389,2001-10-13,16:30,Widzew Łódź,Odra Wodzisław,1:2
2390,2001-10-14,13:30,Zagłębie Lubin,GKS Katowice,2:2
2391,2001-10-14,13:30,Wisła Kraków,Górnik Zabrze,2:1
2392,2001-10-19,18:00,Ruch Chorzów,Groclin Dyskobolia,3:0
2393,2001-10-20,13:00,KSZO Ostrowiec,GKS Katowice,1:0
2394,2001-10-20,13:00,Polonia Warszawa,Zagłębie Lubin,4:0
2395,2001-10-20,13:00,Stomil Olsztyn,Amica Wronki,0:0
2396,2001-10-20,14:00,Śląsk Wrocław,Pogoń Szczecin,0:4
2397,2001-10-20,16:15,Górnik Zabrze,Widzew Łódź,1:1
2398,2001-10-21,13:30,Odra Wodzisław,Wisła Kraków,1:0
2399,2001-10-21,13:30,RKS Radomsko,Legia Warszawa,0:0
2400,2001-10-26,13:30,Zagłębie Lubin,Wisła Kraków,3:4
2401,2001-10-26,18:00,GKS Katowice,Górnik Zabrze,1:0
2402,2001-10-27,13:30,Groclin Dyskobolia,Pogoń Szczecin,2:0
2403,2001-10-27,13:45,Śląsk Wrocław,Ruch Chorzów,1:0
2404,2001-10-27,14:00,Odra Wodzisław,Polonia Warszawa,3:0
2405,2001-10-27,16:00,Amica Wronki,RKS Radomsko,5:0
2406,2001-10-27,16:00,Legia Warszawa,Stomil Olsztyn,2:0
2407,2001-10-27,16:30,Widzew Łódź,KSZO Ostrowiec,0:0
2408,2001-11-03,12:30,Wisła Kraków,GKS Katowice,3:0
2409,2001-11-03,12:30,Górnik Zabrze,Zagłębie Lubin,2:2
2410,2001-11-03,12:30,Polonia Warszawa,Widzew Łódź,3:0
2411,2001-11-03,12:30,KSZO Ostrowiec,Odra Wodzisław,0:3
2412,2001-11-04,12:30,Pogoń Szczecin,Legia Warszawa,0:3
2413,2001-11-04,12:30,Ruch Chorzów,Amica Wronki,2:2
2414,2001-11-04,12:30,Stomil Olsztyn,Groclin Dyskobolia,0:0
2415,2001-11-04,12:30,RKS Radomsko,Śląsk Wrocław,1:0
2416,1997-08-09,,Groclin Dyskobolia,Widzew Łódź,0:3
2417,1997-08-09,,Pogoń Szczecin,Polonia Warszawa,1:0
2418,1997-08-09,,Stomil Olsztyn,Ruch Chorzów,3:0
2419,1997-08-09,,Amica Wronki,Odra Wodzisław,3:0
2420,1997-08-09,,GKS Katowice,Wisła Kraków,4:0
2421,1997-08-09,,Legia Warszawa,Górnik Zabrze,4:0
2422,1997-08-09,,ŁKS Łódź,Zagłębie Lubin,1:0
2423,1997-08-09,,KSZO Ostrowiec,Lech Poznań,0:0
2424,1997-08-10,,Petrochemia Plock,Raków Częstochowa,0:1
2425,1997-08-15,,Górnik Zabrze,ŁKS Łódź,3:1
2426,1997-08-16,,Stomil Olsztyn,Polonia Warszawa,1:1
2427,1997-08-16,,Odra Wodzisław,GKS Katowice,3:1
2428,1997-08-16,,Raków Częstochowa,Amica Wronki,1:2
2429,1997-08-16,,Ruch Chorzów,Petrochemia Plock,4:0
2430,1997-08-16,,Widzew Łódź,Lech Poznań,0:1
2431,1997-08-17,,Groclin Dyskobolia,Pogoń Szczecin,2:2
2432,1997-08-17,,Zagłębie Lubin,KSZO Ostrowiec,3:0
2433,1997-08-17,,Wisła Kraków,Legia Warszawa,2:2
2434,1997-08-20,,Pogoń Szczecin,Widzew Łódź,0:2
2435,1997-08-20,,Stomil Olsztyn,Groclin Dyskobolia,2:1
2436,1997-08-20,,Petrochemia Plock,Polonia Warszawa,2:2
2437,1997-08-20,,Amica Wronki,Ruch Chorzów,1:1
2438,1997-08-20,,GKS Katowice,Raków Częstochowa,3:0
2439,1997-08-20,,Legia Warszawa,Odra Wodzisław,0:1
2440,1997-08-20,,ŁKS Łódź,Wisła Kraków,0:1
2441,1997-08-20,,KSZO Ostrowiec,Górnik Zabrze,4:5
2442,1997-08-20,,Lech Poznań,Zagłębie Lubin,2:1
2443,1997-08-23,,Groclin Dyskobolia,Petrochemia Plock,2:0
2444,1997-08-23,,Pogoń Szczecin,Stomil Olsztyn,1:0
2445,1997-08-23,,Górnik Zabrze,Lech Poznań,1:1
2446,1997-08-23,,Wisła Kraków,KSZO Ostrowiec,1:0
2447,1997-08-23,,Odra Wodzisław,ŁKS Łódź,1:2
2448,1997-08-23,,Raków Częstochowa,Legia Warszawa,1:1
2449,1997-08-23,,Widzew Łódź,Zagłębie Lubin,3:1
2450,1997-08-24,,Ruch Chorzów,GKS Katowice,2:2
2451,1997-08-24,,Polonia Warszawa,Amica Wronki,1:0
2452,1997-08-30,,Stomil Olsztyn,Widzew Łódź,0:1
2453,1997-08-30,,Petrochemia Plock,Pogoń Szczecin,1:0
2454,1997-08-30,,Amica Wronki,Groclin Dyskobolia,0:1
2455,1997-08-30,,GKS Katowice,Polonia Warszawa,1:1
2456,1997-08-30,,ŁKS Łódź,Raków Częstochowa,2:1
2457,1997-08-30,,Lech Poznań,Wisła Kraków,2:0
2458,1997-08-31,,Legia Warszawa,Ruch Chorzów,3:3
2459,1997-08-31,,KSZO Ostrowiec,Odra Wodzisław,3:1
2460,1997-08-31,,Zagłębie Lubin,Górnik Zabrze,1:0
2461,1997-09-03,,Groclin Dyskobolia,GKS Katowice,0:0
2462,1997-09-03,,Pogoń Szczecin,Amica Wronki,2:2
2463,1997-09-03,,Stomil Olsztyn,Petrochemia Plock,2:1
2464,1997-09-03,,Wisła Kraków,Zagłębie Lubin,2:1
2465,1997-09-03,,Odra Wodzisław,Lech Poznań,1:0
2466,1997-09-03,,Raków Częstochowa,KSZO Ostrowiec,0:0
2467,1997-09-03,,Ruch Chorzów,ŁKS Łódź,0:2
2468,1997-09-03,,Polonia Warszawa,Legia Warszawa,1:1
